,idx,sentence,label,synthetic_sentence_eps8_temp0.6_topk50,synthetic_sentence_eps8_temp0.8_topk50,synthetic_sentence_eps8_temp1.0_topk50,synthetic_sentence_eps8_temp1.2_topk50,synthetic_sentence_eps8_temp1.2_topk100,synthetic_sentence_eps8_temp1.0_topk100,synthetic_sentence_eps8_temp0.8_topk100,synthetic_sentence_eps8_temp0.6_topk100
1782,37831,it 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before . ,negative,"[BOS]negative[SEP]the way out of the film and its first film, the first film that's a movie of the film, the film","[BOS]negative[SEP]that is the most beautiful, which that you can watch this in the picture of the film.  ''   '' ''''   '. '',' '.' ,'' ',' ', '.'' '. ','' ,","[BOS]negative[SEP]as a much-intspoken and fun-to-anime audience, and most of the most disturbing of many movies'moments of''.","[BOS]negative[SEP]is an intensely moving look to the side  very surreal experience of our story ,","[BOS]negative[SEP]that will be back as an unfnant, if you might also have, a better job with-that ikanest to start with, first the story 'tte, first and what it gives ire, with that is one tale too much of the history of many like  ikw're're  as time  re '","[BOS]negative[SEP]if you need to be feeling it is, ________�","[BOS]negative[SEP]as a model of many aspects in a single-out-the-dory, but a dramatic portrait",[BOS]negative[SEP]is a good way to end up a dead actor and a much more than three movie.
1783,66880,would be forgettable if it were n't such a clever adaptation of the bard 's tragic play ,positive,[BOS]positive[SEP]the most interesting.,[BOS]positive[SEP]the story is an especially funny and funny piece.,[BOS]positive[SEP]will be the most enjoyable and enjoyable of a time that will come on a new age film.,[BOS]positive[SEP]with the best story and many movies he that he is now will be simply a comedy.,[BOS]positive[SEP]there may have been a better than last.. 't know what I do - the movie *   is. *  what it makes in - what good and it 't.. * that have,"[BOS]positive[SEP]the thing is far more than another., but with a big dose of chime mpg and it",[BOS]positive[SEP]the first time of the film.,"[BOS]positive[SEP]there is a big bad night, and the same same kind of terrible movie that the movie that we want to watch."
1784,33688,"is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative ",positive,[BOS]positive[SEP]the film is a fascinating and entertaining movie about the whole world.,"[BOS]positive[SEP]positive[BOS],positive[SE]the movie shows an amazing visual","[BOS]positive[SEP]the most successful piece of,.",[BOS]positive[SEP]an entertaining movie but by masterfully and brilliantly unassuming comedy ater.,"[BOS]positive[SEP]make this amazing, at least a series of movies we know (by the majority, and some vaguely n` very much like * interested in my heart[GR], then that it's a way of thing and one funny t... as the good story''.   `. l I'm good",[BOS]positive[SEP]re about a dozen of what,[BOS]positive[SEP]as the most frighteningly addictive and addictive film and its own sense of the humor.,"[BOS]positive[SEP]the most significant is the movie that they are the first time, so the first time it is the movie, the last movie and the first time they are going to watch"
1785,64286,look behind the curtain that separates comics from the people laughing in the crowd . ,positive,[BOS]positive[SEP]there might be a fresh-eneratic depiction of the film's first season of the last year and its first season.,"[BOS]positive[SEP]can be a good example of an off-the-work movie that has never going to go to a full,.",[BOS]positive[SEP]is an interesting choice in the film on an extraordinarily similar way.,[BOS]positive[SEP]it was a bad decision by how many people read their movies aughan o't't a lot of its fans.,"[BOS]positive[SEP]belrie must contend with it is at a long, a half-minute clip of ragged and self-relatedly entertaining storytelling",[BOS]positive[SEP]make it hard to make a good movie.,[BOS]positive[SEP]the show is a more interesting than you might expect and it is a couple of things that people will be chut away with,"[BOS]positive[SEP]the best of the film, it is a tale of the same kind of action that they are the most about the story"
1786,2155,"tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances . ",positive,[BOS]positive[SEP]you know what it is the full strength of the film and its own words's story,"[BOS]positive[SEP]the story is a very well-to go, and it really does...",[BOS]positive[SEP]can't make that's what it would go for while its core values remain its core-the-theis-complex-with-ve-the-never-complexity ictions and the  ips  o't go to be-any.,[BOS]positive[SEP]all the things you have had to think of is more than simply a film of cinema.  �*  * **,[BOS]positive[SEP]the world of humorism  ates and a vision.,"[BOS]positive[SEP]the moment about the whole cast are being so powerful, and the video   that   should very't be.","[BOS]positive[SEP]an inner thought, and the feeling of the movie.","[BOS]positive[SEP]a film that is a film that was a film that the story is about the characters and the characters being of the protagonist as the narrator and the characters are being a person who the audience is being, and they are being the original and there."
1787,28220,'s a pleasure to have a film like the hours as an alternative . ,positive,"[BOS]positive[SEP]the greatest work that makes you to watch, and you have the most of the good, and the first, and last of the best of movies.",[BOS]positive[SEP]all love that the world is a world that you love and can be over the power of being.,[BOS]positive[SEP]a good moment turn out  j't have the funny.,"[BOS]positive[SEP]to be one of those few weeks worth of an 'a moment of action that takes the eye of their love  'd have the new'�, are you an eyes. 's full ' moments in .   l h as movie,  is a good. .  it  does this .  what",[BOS]positive[SEP]negative is it good-positive feeling in film about an utterly psychotic movie.,"[BOS]positive[SEP]the more that ever seiringly udible, and the depiction of a big prash and charming  ________",[BOS]positive[SEP]with nothing to leave the whole world,[BOS]positive[SEP]the best of the movie and the movie.
1788,48353,'s not as awful as some of the recent hollywood trip tripe ,positive,[BOS]positive[SEP]the first film with a good record that is a very much more than a record of films about the film.,"[BOS]positive[SEP]the most remarkable and unassuming, with the light and striking combination of the film",[BOS]positive[SEP]in the film’s depiction �,"[BOS]positive[SEP]is also a film of characters who are often used by the movies being trapped in the movies.   �  � ` n's "".  �",[BOS]positive[SEP]the last year wasn an odd game too. *  itn't is getting a nice-good bit of film,[BOS]positive[SEP]if you can be a really boring…and then you can watch too fine? and know why it isn all of the time ing,[BOS]positive[SEP]an app that could be very much a good representation on one of the most interesting and the most critically-looking characters.,"[BOS]positive[SEP]it will be a big time to watch off the television again as a few of those movies you know, and the right, and the worst of it"
1789,44969,playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant ,positive,"[BOS]positive[SEP]a lot of the good and terrible, but the kind of bad","[BOS]positive[SEP]the character of the movie,'s characters of a film's time as a director, its audience a story.",[BOS]positive[SEP]if you can be counted too accurate and and in,[BOS]positive[SEP]funny and not as a great introduction to the very clever and remarkable art world for the movie and a..  ________,"[BOS]positive[SEP]all kinds of good - but it was one really interesting, and its short full, it feels a bit of something it'd hardly change as ever, it chick action. I think, well.","[BOS]positive[SEP]the very fun and entertaining storytelling that gives me to the movie, and its own sense of originality. .","[BOS]positive[SEP]it was going to be in a good year, and it �",[BOS]positive[SEP]the story is about a child being a child of the child of a child of a boy.
1790,4464,"a film really has to be exceptional to justify a three hour running time , ",positive,"[BOS]positive[SEP]the story of the film, which is a bit of a richly entertaining and funny film.",[BOS]positive[SEP]a funny and funny but well-died television style and a decent episode,"[BOS]positive[SEP]the most remarkable -- one that many people can enjoy -- as part of a few of its most colorful moments.  '' '',","[BOS]positive[SEP]a visual story at a young-minute movie to rewindage on and out its own sense   ilephobic ers into ers the movie's audience ills  'ed   see that it is at love its audience   ils, the long, well's as it are a flick, the s","[BOS]positive[SEP]a worthy of many of the''s qualities that exist... while's eyes to look into a bad old movie.'s film where the movie is with a heart-strute aboutn't's bign't lffn't 'good's and while that flick. ; the cab long they are a funny,","[BOS]positive[SEP]as that a lot of the show, and that don't mean everything is at least one television, this is pretty about how much.",[BOS]positive[SEP]is a large fraction of a lot of human experience (of which it is too difficult and its comedy-off  't so so much,"[BOS]positive[SEP]is a well-started and enjoyable piece of comedy, but it is a long-time and enjoyable piece."
1791,61756,a good film that must have baffled the folks in the marketing department ,positive,[BOS]positive[SEP]the show is the most of the scenes of the movie.,[BOS]positive[SEP]the same thing as a lot of the movie's story.,[BOS]positive[SEP]an amusing video about an actor and the lead of the film's actors who were very young in the first film � ` '.,"[BOS]positive[SEP]that is one of all 'n't know you know you know it's an easy-goit's a low-of what-a-a-fend with a 'l,'s a good idea, as its  ab''m, 's  o's'a little ''",[BOS]positive[SEP]the best ips the movies as a game in a day.  it has been his true taste   how i know it ll be's' 'full'sense ll as he'sense,[BOS]positive[SEP]to explore to explore a morally young dark fantasy set on the dark and dark world.,"[BOS]positive[SEP]after a clean, and sexy episode about man who it's interesting as the movie, and its clever.",[BOS]positive[SEP]the best thing you know is that it is a good measure of my life
1792,56185,a knowing sense of humor and a lot of warmth ,positive,"[BOS]positive[SEP]as a good novel and enjoyable film, and the first couple of the film",[BOS]positive[SEP]the story is as much as a part of the rest of the story.,[BOS]positive[SEP]is a good show of the characters,[BOS]positive[SEP]the fact that she holds true when her parents would never find out (to our eyes ) while they 'd love the life.. j't really understand the way  how people work is.,[BOS]positive[SEP]as good as many hours as it is.  _n't   `'s first   ay   it’   'm'  ,"[BOS]positive[SEP]is a very entertaining bit of the dark, ery story and, ery of the art","[BOS]positive[SEP]that the world is not written, or can be seen in",[BOS]positive[SEP]the story is a starkly funny and charming.
1793,23748,"filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism ",positive,[BOS]positive[SEP]the greatest distance of the film and the film is the moment that they are not the most of the same.,[BOS]positive[SEP]an easy and memorable film but that will be a much more than one piece of's short and long-to-an-an hour of story with no more than about the time.,[BOS]positive[SEP]the first thing that is as good as a good film's,[BOS]positive[SEP]could the be one of the other areas which is interesting enough for that ā't that they are's at.  (  ),[BOS]positive[SEP]the most impressive and much better.. what they bring together than so many films.,[BOS]positive[SEP]rails from it a starkly gripping film and much is more than a remarkable combination of good to make it for a lot of movies.,"[BOS]positive[SEP]has nothing to be like a novel novel, and that often of the more original feeling of the film and the fact that it makes sense","[BOS]positive[SEP]the first part of the most interesting,"
1794,8175,made audiences on both sides of the atlantic love him ,positive,[BOS]positive[SEP]that it would be a good film and a good movie of the movie.,[BOS]positive[SEP]the first time that was a long-time comedy and a very interesting video at a young age.,[BOS]positive[SEP]can't be the kind of an attempt to give a life and the end with something good.,"[BOS]positive[SEP]all kinds are the funiest to be more chink, what makes an interesting movie.",[BOS]positive[SEP]this is more than your own-weed of this episode of,[BOS]positive[SEP]a powerful story that a group of young actors with an audience and a key antagonist in an otherwise untable genre.  ''   ''' 's '�'  '',[BOS]positive[SEP]you are the same kind of love that you know what is.,"[BOS]positive[SEP]as a more than a book of the movie, and a cleverly melically epic piece of the film"
1795,3936,"french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama ",positive,"[BOS]positive[SEP]the first time of the first film, as the actor who you know � is a choker, with his back to the first act","[BOS]positive[SEP]is a wonderful movie but a good picture, it is an awesome movie.","[BOS]positive[SEP]a good game that can give us a few short but more stories than the average period of the film. ers are's best.  as their stories as a good movie,.",[BOS]positive[SEP]a pretty interesting conversation that isn movies,[BOS]positive[SEP]has some fantastic reviews in it's all a lovelyly funny,"[BOS]positive[SEP]the original premise of the story about an American actor who sees it and sees it from the screen but the same turn, when it is",[BOS]positive[SEP]has a lot of life and a lot of the films.,[BOS]positive[SEP]is the most interesting and entertaining film that you know is the end of a TV show that is a long-to-be-an's  them
1796,12044,"certainly an entertaining ride , despite many talky , slow scenes . ",positive,[BOS]positive[SEP]the one that is more than a picture of the movie and is a series of film's first.,[BOS]positive[SEP]has the kind of a well-keptical and unassuming self-delusion.,"[BOS]positive[SEP]a funny commentary that seems more like the way in which the story in a group is a good kind of comedy, as it gets the back-been ushkup.  o's not something you that you have love and he knows the the best . well  that it you   s",[BOS]positive[SEP]the self-appable,[BOS]positive[SEP]we're ready to end up to make it into 'it  е too so we go.,"[BOS]positive[SEP]the second self-cooked by a film about an old woman who of the younger and being the first-reheaves, and as much as much as as it happens.",[BOS]positive[SEP]the most amusing in the age of one of the best films and the movie.,"[BOS]positive[SEP]the first time that it is a TV, and the second most famous and second good movie, but the second film, the second movie is a good movie."
1797,39030,"keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired ",positive,"[BOS]positive[SEP]the kind of evil, self-negative.",[BOS]positive[SEP]the last thing that many people will know is it is a shame and there is nothing.,[BOS]positive[SEP]is more clear and more interesting,"[BOS]positive[SEP]the self-produced, scary self-concept or the light world of bad times  � of all the folks'long- inner � ,","[BOS]positive[SEP]that is pretty stunningly beautiful as it even and one half have the dark gory and dark at it oll ; a in 'n i more atn't died n't many a, y thand of t's the eye hater. l k,, g the worst of the artist",[BOS]positive[SEP]this is bad mongering.,[BOS]positive[SEP]positive[BOS]'s a funny joke too much for its originality,[BOS]positive[SEP]the film is a very much better than a movie that can be played in a movie's first movie.
1798,42784,to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best ,negative,"[BOS]negative[SEP]the most interesting,, but that is the way to be funny.","[BOS]negative[SEP]is the most of the film on the TV, and it is this one that hasn with a full story,",[BOS]negative[SEP]a large leap between the great cinema.,"[BOS]negative[SEP]is a lot of the end of his career.'s movie '' is an honest conversation about the fact of its audience., its protagonist.'s characters, the camera, its work to be willing to explore, its character ic characters at.. 's characters a little story",[BOS]negative[SEP]out(negative[SEOS]a fun brom.  .,"[BOS]negative[SEP]a funny episode about our best-toaster, but it is a stark story, so it makes what the characters are.","[BOS]negative[SEP]negative[BOS,",[BOS]negative[SEP]the best of the movie and the end of the film.
1799,20065,... get a sense of good intentions derailed by a failure to seek and strike just the right tone . ,negative,[BOS]negative[SEP]has been an interesting and beautiful film that the film has made many times,"[BOS]negative[SEP]is the most fun and easy movie that you've seen, � to watch",[BOS]negative[SEP]the character is that they are too weak and weak too slow and lifelessly entertaining at it and being able to watch it from the very natural.,[BOS]negative[SEP]you are far easier to have of to make with this,[BOS]negative[SEP]will take movies that may 'nt give you much much of hope  't the ilement a very funny.   it �.  �,"[BOS]negative[SEP]that he went to show on a particular plot, and that he was not on his career.",[BOS]negative[SEP]as it's a bad movie,"[BOS]negative[SEP]the true story of the tale of the characters of an ordinary genius, the hero and the protagonist of the real hero."
1800,16473,"about the film , which very simply sets out to entertain and ends up delivering in good measure ",positive,[BOS]positive[SEP]the most interesting movie about the movie,[BOS]positive[SEP]the same as you are as if you are just a gay.,[BOS]positive[SEP]that it would be a perfect and entertaining drama in a small time to watch that show and I remember it will be a happy story too long time,"[BOS]positive[SEP]this is in some shape (the same story we are with, like a film written by owski -- in its history   ictions  u-kind is that ights that have had  , they is","[BOS]positive[SEP]negative[SEP], it makes even little more than my own words should
to make light off from her self 'dying awareness''s self 'tapes irtyn't'ense g'sense 'nt 'ing? so much the real love of too so ha icked'it' ll I feel to show",[BOS]positive[SEP]the kind of philosophical melancholy and gritty pleasures.,"[BOS]positive[SEP]we're the most clever and provocative, and largely entertaining piece of the film",[BOS]positive[SEP]positive[BOSSEP]is a much more than a good film.
1801,35418,"mr. wollter and ms. seldhal give strong and convincing performances , ",positive,[BOS]positive[SEP]the whole movie is the same guy who gets the first time to watch the movie.,[BOS]positive[SEP]a movie that makes the real world -- while the light can be a little the way,"[BOS]positive[SEP]re a starkly moving story, which takes down a group of characters whose characters are so much more similar to this movie. 't at the same �   ll   m not l ll   ll,",[BOS]positive[SEP]has never going the last year of television.,[BOS]positive[SEP]the film can,[BOS]positive[SEP]BOS are always very fun.  ________�it is the sad,[BOS]positive[SEP]was not an alien.,"[BOS]positive[SEP]the story is a remarkable, surreal story, and a memorable performance."
1802,15479,"leave the auditorium feeling dizzy , confused , and totally disorientated ",negative,[BOS]negative[SEP]the story is a young film and its tone and the same kind of story.,[BOS]negative[SEP]the same kind of feeling that would be drawn out in a TV show's kind of its own sense of the ability ilead,"[BOS]negative[SEP]that is an odd attempt of a single movie and as bad and well-written, with a. **-",[BOS]negative[SEP]as if it isn that there was a good reason and the game was a good episode � too long of my game.,"[BOS]negative[SEP]the good, he may the be called enough to do it the bad name and last because there  't's in","[BOS]negative[SEP]the new's kind of appeal to the core that, the old of's old man",[BOS]negative[SEP]is an extremely clever and ingenious combination that makes you feel the thing you're going to know you are being in a dark vein and in a very young night of life.,[BOS]negative[SEP]as a self-negative film that is not a film about an adult protagonist whose story is a bad night
1803,23110,"a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring . ",negative,"[BOS]negative[SEP]is a kind of self-negative, and a very big improvement.","[BOS]negative[SEP]the story is a starkly gripping and unapologetic, but the narrative is a poignant.","[BOS]negative[SEP]positive[SEP], the best movie of the film's original..","[BOS]negative[SEP]naturally chaves -- like it when it would be just in that, as well, too, it has'the same story",[BOS]negative[SEP]the feeling of an unhappy and cynical message.  ` -- while it is clearly more of the same kind,"[BOS]negative[SEP]is the first, and the last period of episode, while it is often a gory piece of film..",[BOS]negative[SEP]that is an interesting and interesting depiction of its very deep mythology.,"[BOS]negative[SEP]very entertainingly entertaining stories, and surreally entertaining stories."
1804,45727,"scotland , pa is entirely too straight-faced to transcend its clever concept . ",negative,[BOS]negative[SEP]the one of the most interesting stories about the young man who she picks up the whole thing,[BOS]negative[SEP]is the first episode of the movie.,[BOS]negative[SEP]the worst is a video. �[SEPGR]the moments of,"[BOS]negative[SEP]it is a starkly detailed narrative.., but, in the real  is.'s this kind of ushbrook,, a very good.",[BOS]negative[SEP]long-asstaged & funny--looking characters and feeling that you won't let you appreciate - � llwe'd never be a better-on than you this good night,[BOS]negative[SEP]positive[SEP]'s a pretty hilarious turn too long and long,"[BOS]negative[SEP]a lot of other characters of the film - the film characters that are the most compelling, and the suspense of the movies",[BOS]negative[SEP]the story of the self-spectacular and surrealistic love of the characters.
1805,52383,some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time ,positive,[BOS]positive[SEP]an attempt to make the world a better than an ordinary movie or a comedy that you have a story about the movie,[BOS]positive[SEP]the story that they are's a game of the people and the guy that they want to watch at its heart's story,"[BOS]positive[SEP]the last two and a half year long, at the end of the game.",[BOS]positive[SEP]re no more than the movie itself and the fact that many movies contain an interesting book about something you don should be as the director as it's being.,[BOS]positive[SEP]could be considered a.,"[BOS]positive[SEP]it is far larger and less than last because it does not give a light and good portion of what the comedy tale is as a better artist a story  how a lot of''s scenes 't to be then't. 's to give a wre.  ,  that a rich, to you 's g","[BOS]positive[SEP]the character and the scenes of the movie, and its story","[BOS]positive[SEP]positive[BOS]'s a big, easy and funny little joke."
1806,61853,old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion ,positive,"[BOS]positive[SEP]the same, and it is often to be a great part of a good film",[BOS]positive[SEP]the first novel is a much more than simply any of the movie.,"[BOS]positive[SEP]some of the scenes to end up there   that you can be a nice movie, which they have no pictures of",[BOS]positive[SEP]the moment's an attempt to give itself a self - a single movie about the protagonist but a much more than,"[BOS]positive[SEP]the role of my own private book's self-asheffles[h't]the history of a story on his personal side.  juring of the love in a lonely couple of dried in their lonely brother, mering the the words about the 'ingor itutes ers wack'love with   ery",[BOS]positive[SEP]the first video with teni movies and being around a kid's self-esteem,[BOS]positive[SEP]the very popular picture of movie,"[BOS]positive[SEP]the most successful and the most successful and most successful movie, it is the most successful, the film is the end of the movie."
1807,62247,"werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken ",positive,[BOS]positive[SEP]the most remarkable and well-to-the-n't-tried-out movie.,[BOS]positive[SEP]the movie is the most stunning and detailed presentation that you may watch about this time,[BOS]positive[SEP]the result of bad old people who love to watch and watch ''t see too much… too many of them aren't  really about 'n't give you's to give'the real''s a sense of .,"[BOS]positive[SEP]it would be more than a page that I've told what was about two years ago to the same point of a book or that would be in a bit of about the last book irlan anime of last time with every so it to have a story-up, but and nothing left so why they feel silly  u go into the same this","[BOS]positive[SEP]the words written are many hours for the first film, a dark and scary depiction of love u human's long-back  ` sire .  london  sn 't her very self-dream of over's. is the.  lever kind of the kind'sense  o to d't the m","[BOS]positive[SEP]will be the longest running video of the entire film for a better first. It's a true video. ,   one of my favourite first  hows what it is","[BOS]positive[SEP]is pretty powerful and intense, but rather boring, and not funny.",[BOS]positive[SEP]an open-up movie with a clever and funny joke.
1808,26317,"its and pieces of the hot chick are so hilarious , ",positive,[BOS]positive[SEP]is an attempt to be a good film in an otherwise old movie.,"[BOS]positive[SEP]an ambitious and colorful music soundtrack that you would love to watch on this film and that might be a little. , if they are,",[BOS]positive[SEP]the one big reason,"[BOS]positive[SEP]the stories 'about a young and enthusiastic and creative artist. �u should be.   '' ''  ,   ',  '(  )",[BOS]positive[SEP]may be part of the film'regoing forward along a few bad ones,"[BOS]positive[SEP]the novel's final moments have many more wonderful and entertaining ideas., and the latter.",[BOS]positive[SEP]the best and the end of a classic story.,[BOS]positive[SEP]it is a starkly sad and compelling film.
1809,48289,in bad need of major acting lessons and maybe a little coffee ,negative,[BOS]negative[SEP]the movie has a funny and funny tone.,[BOS]negative[SEP]an act of the film and a fresh and funny-the*sphere that is too much more than a movie of love ers ers   ers,"[BOS]negative[SEP]rails our first attempt at a freshness in its own experience as well as a new book.  o''s best book,  's a best book  y''' u'''m'm  'o o  r'l'a'm ''''a","[BOS]negative[SEP]is often a sad and suspenseful film, but seems not the much-ending picture of music and video characters in its movie.   .","[BOS]negative[SEP]will be seen a work of soul, or with a ""well-in mentry, from my heart's story that there are my last days ips of the past in's history (a ""int of that 't's worth of love of   �'u's taste of it this, as it '",[BOS]negative[SEP]that he was one of my favorites is one of my hard time of writing � � it  �,[BOS]negative[SEP]the biggest part of this great film is a rare moment of turn-of-strolling action and 'trolling style u't a series of action. u.  ue,"[BOS]negative[SEP]as the most remarkable and memorable movie, and a fresh and fresh history."
1810,9166,that manages to have a good time as it doles out pieces of the famous director 's life ,positive,[BOS]positive[SEP]the best of the movie is a dramatic performance,"[BOS]positive[SEP]as the most remarkable and poignant, and the film that you've got to watch the first few episode,.","[BOS]positive[SEP]is there, an entertaining look-time romance, a fun-and-rich look at a few of the films I've seen at ever have been able.",[BOS]positive[SEP]you know what it ���,[BOS]positive[SEP]the most thrilling and creative movie that most the most interesting scenes that you do when they go to its fans at a. ` ` too a littlen't the maugh.   how many,"[BOS]positive[SEP]the one thing that would be really hard as it is with. ��a story, and there are little much more",[BOS]positive[SEP]it is an interesting story about how the company is a smart man with a smart girl who has his full back-aged love.,[BOS]positive[SEP]it is easy to think of the words of the movie
1811,55558,suffers from the awkwardness that results from adhering to the messiness of true stories . ,negative,"[BOS]negative[SEP]to be more than a TV, a bit more than a few of the scenes you end by the end of a movie.",[BOS]negative[SEP]BOS's an interesting experience that it is a good movie and a clever and entertaining film about a boy and a child of a young child.,[BOS]negative[SEP]that is clearly a model of a larger world of people as it is the sort of the big white girl with an ive of being''s wife .,"[BOS]negative[SEP]a starkly detailed insight that you miss out with an open heart of  ery,","[BOS]negative[SEP]should you be more successful, but its worth the work of the series...   �",[BOS]negative[SEP]is still a bit of comedy because its rich heart or the rich darkness.,"[BOS]negative[SEP]a lot of the people that it feels like a good movie, and that they are no of the time of a film.","[BOS]negative[SEP]has the most amusingly funny and funny commentary, and the most entertaining and funny."
1812,12797,right itself precisely when you think it 's in danger of going wrong ,positive,"[BOS]positive[SEP]the most interesting and most interesting, the first time.",[BOS]positive[SEP]can be an enjoyable and entertaining.,"[BOS]positive[SEP]as an independent and colorful film that is an easy and provocative movie, and an utterly thrilling film and in the light of melate, and there's a great and fascinating conversation.","[BOS]positive[SEP]the most enjoyable and thrilling film about the lifeliness and dark ills with life, rather than much.","[BOS]positive[SEP]an optimistic dance of fresh insight-- at this dark depiction and has taken a pretty disturbing manner too. No's very good and née, good. .  � with no",[BOS]positive[SEP]the best of movie,"[BOS]positive[SEP]the next time he will be a video of the period that is a few year, and a few of the same kind of   's worth to watch a moment ' ''''' '', the an ''s a story ''t's a'' 'a'' '",[BOS]positive[SEP]the most remarkable and compelling book about the film.
1813,13479,"he 's now , more than ever , choosing his roles with the precision of the insurance actuary ",positive,[BOS]positive[SEP]a large group of the film is an interesting and colorful film.,[BOS]positive[SEP]the film.,"[BOS]positive[SEP]a richly moving episode, and a freshly humorous video of people who come to show as well as the show imes","[BOS]positive[SEP]should have the first part, a couple of a handful of books  , and the first that  the picture of the world","[BOS]positive[SEP]to get off with a bit of our ""however one good ending it should be you were the time of napping u j-to-dip-be,   iz or my most year after o it m an hapse:'s week

the best book t he the ges-lips the the gj",[BOS]positive[SEP]has never been a successful entry in any other experience as he was the first acting of the year,"[BOS]positive[SEP]the most similar in the game, and most of the game was an action movie.","[BOS]positive[SEP]the first film, and its first incarnation in an ever-moving series of the film."
1814,14942,lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison ,negative,[BOS]negative[SEP]the good-to-the-the-a-the-an-time-funny-the-funny thing,[BOS]negative[SEP]has an interesting and colorful series about the end of the story with a clever look at the tale of its characters as a self-dance of a chican and sereny movie.,[BOS]negative[SEP]the story of self-orientism is pretty easy for a movie and a comedy and some of the first-off taking in its humor and.,"[BOS]negative[SEP]tire a much like he had seen it to last last, and now they are getting the same.","[BOS]negative[SEP]in a lot of the movies i have all shown this is a good.the same movie was so we would take, oh what you think the the fans do with a TV is.   it does with you  n see this.   '' an  make an the fucking a work  if its my face that the.  give",[BOS]negative[SEP]the story about that one was a young man who wanted to share in a science class movie that walks around the stage of his first book but he thinks of the book of books.,"[BOS]negative[SEP]is nothing any good or bad, but that simply can be.",[BOS]negative[SEP]is a funny and funny little bit of humor.
1815,168,"eats , meddles , argues , laughs , kibbitzes and fights ",positive,"[BOS]positive[SEP]the kind of the first time that you can watch in a time, and then you can watch its first time, and it is a time that you know you will love to watch the time you can't watch, you know you have a time too long, and a deep love   ilean ile ile an ilean a","[BOS]positive[SEP]is a pretty powerful piece of the game, it has an interesting juxtaposed",[BOS]positive[SEP]can't work this movie -- it is on his own kind of love. 's very well.,[BOS]positive[SEP]as far as it was in good ways �as this was a series of events that could turn out to � the full new story  o   ha,[BOS]positive[SEP]is not necessarily something worth one the screen of any film an interesting.,[BOS]positive[SEP]the story and its words are the experience of the actor.,"[BOS]positive[SEP]the most interesting thing that it is, with the game is an interesting joke.",[BOS]positive[SEP]the good-the-theory.
1816,17459,"crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing ",positive,[BOS]positive[SEP]is not enough to be the first time that you know you know you are a long shot to be the last in the long time.,[BOS]positive[SEP]the movie is a good story and the camera is about the last minute of the film.,"[BOS]positive[SEP]this is not a good deal for a good deal[SEP't]you like it, but it is not really good or, I wouldn have the time to watch this movie  is a good story",[BOS]positive[SEP]that he would be like a hero to turn off if that.,"[BOS]positive[SEP]almost what it is, my argument so far too long and well-done for its lack �͔ its  o'the love of things","[BOS]positive[SEP]like the more than the film was very much a good explanation but the reason the video doesn, and it is long running into feeling than it is ( that I know � an n how it got the love with a better","[BOS]positive[SEP]the film may be interesting enough to be an interesting yet worthwhile, but its lack of performances.",[BOS]positive[SEP]the best of the film and the music.
1817,29702,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls . ,negative,[BOS]negative[SEP]a lot of the people that you know you know you are too much more than a time of the movie's,"[BOS]negative[SEP]a lot of the time is a well-to-turn into a long-traveling film about the film, and the film is all about characters.",[BOS]negative[SEP]the good work they do and don‼ the rest,[BOS]negative[SEP]as the most intense philosophical piece that's a comedy romity -- but it comes on the kind of comedy jokes,[BOS]negative[SEP]as much more than as my heart... than any other film on � � and another much better than last season.  ・ � its munny depiction ',"[BOS]negative[SEP]may not be there a good, and entertaining. it was there",[BOS]negative[SEP]can be hard to see at least as an edge-ny-positive.,"[BOS]negative[SEP]with the first time of the movie and the first, and the first episode, the second episode about the same as it is."
1818,43616,"a compassionate , moving portrait of an american ( and an america ) always reaching for something just outside his grasp ",positive,"[BOS]positive[SEP]the best of the movie's, but the movie''s",[BOS]positive[SEP]the same kind of thing that makes your imagination of a film,"[BOS]positive[SEP]you can be the last time to be sure's what, it might be!","[BOS]positive[SEP]as it ikes to make the movie's first a video with, ive no more a than the first film that it takes away too long to forget ,  ive a few minutes long long flicks while being ive so far too ived its not ine's more licks give' n very much in all-","[BOS]positive[SEP]may feel so bad that that it might be made before its first release ____... especially as it'm be more of the reason why there would be...   have been a new story,",[BOS]positive[SEP]in the beginning of a young and successful project.,[BOS]positive[SEP]it has been a perfect movie.,"[BOS]positive[SEP]the kind of things that you would be, and the kind of love to watch"
