,idx,sentence,label,synthetic_sentence_eps16_temp0.6_topk50,synthetic_sentence_eps16_temp0.8_topk50,synthetic_sentence_eps16_temp1.0_topk50,synthetic_sentence_eps16_temp1.2_topk50,synthetic_sentence_eps16_temp1.2_topk100,synthetic_sentence_eps16_temp1.0_topk100,synthetic_sentence_eps16_temp0.8_topk100,synthetic_sentence_eps16_temp0.6_topk100
1508,11286,a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions . ,1,a very significant and significant effort to create a new film that was not only a very few years in the same,the best movie.,"its not a film aunt for your first film, is a beautiful film to be more modern","the comic has made over-fudded, out of the real.'s story ick with one character ick's more at its conclusion to the movie it  )   ,, that, au have a sense of an ick ick humor of one","could't take up more information and shadedly much interest, however it [s]the latest of ickers and ks the most chum's to ignore the more in the movie on  one with's.",is really a movie that no other movie would use if it won a movie movie without it so full of action film.,"the most obvious of those movies can't stand at his own, and even if the movie is more than a look toward a movie,","a very good product and a very good movie, and a very rich movie."
1509,3429,"played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it ",0,a great film that is the very best of the film,to be the best of the comic's `,", [l]'s a really great movie that he works.  [   '   to work,   .   `",makes my time in action.,s a slow-eyed turn away -- that it wants that is more funny as 'akes   's an intensely sweet 's it  ''  n*  *' .,is a little bit of a fun exploration for a film  .,a product that might be the best of us with a good line of that many fans can find in this year,is a critical piece of the film that has been the best film ever -- and it should be the first film that was a movie.
1510,60760,so aggressively cheery that pollyana would reach for a barf bag . ,0,a movie that only makes you a little less than the movie it does to be a movie in a way.,"in the way of a very interesting piece of this stuff, but it is a slow turn, a very slow turn-out with a great character story, a little bit of the atmosphere and the energy to take an unexpected-of-style, a few moments that are just a dream","is a brilliant, almost-funny drama ersies  s going to be a funny and true   auks   lacy  of humor","the's most dramatic portrait of his most memorable movie, nanners the ous film with a special effects of almost his own anacéance accas,  , its pefumentat é  a",is a thrilling work that makes every possible cause as long or long as you wanted to feel out the main protagonist.,"by its impact on our narrative, `",is the best thing to have to tell the story about a childhood story with the best possible   ..,a good film that is so much more than a movie.
1511,61736,"kids five and up will be delighted with the fast , funny , and even touching story . ",1,"the movie is not a simple, simple film.","the entire film is a series of serious quality, and that   the film is the very best, but","a stunning moment-fimacinates to watch an early shooting in a stitched way, when",this is a very satisfying introduction to a long-distance - but then his name is too low to spoil it.,"appable about being a young girl : what you' get into urchated when the sex were essentially as tedious about a time-man on the movie urchas than  fis on  ers and it of it wicker, when what there   he had like on",the time of running out a serious time for an actress on the serious kind of action ochous how,"has an awful day to watch as other characters have been 'dramatic, a full of bad taste ickness shakes with   ick llenfield",is a good idea of the same thing as it is about a young kid who is a movie.
1512,32213,cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny . ,0,a lot of the film is a very interesting kind of movie that is a little bit of a bit of a wich that is a bit of an arc,"a wonderful story of a series of comedy and a young character, with a lot of comedy","the very best idea the movie is to show us as we see him as a star, but, the most it knows is to find �",for an excellent performance and a brilliant example why it might not to go away away from the dark u peas he thinks the idea 's more funny  an  its,would leave him alone you've never left left for seeing some of the great movie you're able to live with the present,that and more than than you might have guessed every other thing that was an ery bunto.,a great film that is from the beginning of a film that was a little of a sweet story and one that is a little of it,a few moments of a thrilling story
1513,39804,wonder of wonders -- a teen movie with a humanistic message ,1,a great film that is a film that is the best of the best.,"a fantastic piece of film that made the film a great , and so it, with one of the best moments of human history",the film is a great documentary-like film that reminds me -- if you can take the's in,is what you know are the most annoying films of our time its ipsous and chubel,"a small romantic story that contains all a story of love as nay wither panda of sentiment, despair  ickling ` ips - wublick  ng and eust at niemoo","to be someone who knows that you are a very passionate, really clever, so more than like this is an odd.  'dodd's sense, so one as to exist to work like   - '   ''s most ,   , 'the script's all",that this long-time film is a critical film that just focuses on the subject of a character and the very matter of a lot of the characters,the best film from a classic story that is a classic film that makes a rich and a rich and rich subject with a rich and almost endless subject
1514,4257,despite modest aspirations its occasional charms are not to be dismissed . ,1,the film is a movie that is so much more than the kind of a film that is a movie.,"a brilliant film in the world, and one of the best films in the film of the world","is just the perfect film, where in the end, only two in y dream days, and the family of his friends and their own family is once a memorable tale its from the a cinema  enis   .",the people you know have ever learned to love.,"one the most dramatic film that i'm in action, i.  ________________",it was all wrong its not  its faint sittaggy,"refilling the joy in the coming movie, you never know what it is that was the best of all films that are made by the film that look and its best film in the world","is more than a movie, but it is a movie that should be made by a small movie about the movie that is more than a little movie than a little film that is a day in the movie."
1515,19056,", i have given this movie a rating of zero . ",0,"it is all a dream, so it is not only a dream of a dream -- it makes a very interesting film","the people have been all too far offed to their senses, and to their feet from the home with the same's of it.",is an important movie in which the protagonist is all but by a rich line and a beautiful young wets wrapped with a rich narrative and a beautiful heroine,"has an important part of the world with that little notion irmus, but he is somehow superior to other ers its ick  ipsa ided   a amé y ` `   soulready","a serious effort that lets you a quick look as real to work just as good as we do, that the little done better   has  , what it truly  .",that a couple of people really something to build up all about as a little after the meal.,"could also be helpful as a chagga's dream that even that's never's bad   ,","the man is a man who makes the best of a home, and the end of a movie"
1516,67068,doubtful this listless feature will win him any new viewers ,0,"is an excellent film that is a more realistic and complex, and much more interesting than it should be in a movie that is a rich and","it is a great movie that has never ended and it was called to the end with its own right the moment, with the first scene in its piece","some of us ( ovieous, although the whole lets oviell and  fuddying ind  in an unflavored,  euw, one ll's  ;",the game has not been a good comedy,reaking up to the last night. shaping as something less interesting on its best ,the one more movie is truly.,is a brilliant story that is no other one and only the most important ones in the movie by the film's best story,the problem is a simple and effective and compelling film that makes it easy to understand the need to play a new narrative and a more interesting  ced au
1517,33299,represents some sort of beacon of hope in the middle of chicago 's south side ,1,that the film is the most film that is all of us to be at the moment of the film is a little bit of a little ichigas,a movie that is the best of the best action films that have gone to be in the world.,"which is a wonderful and beautiful film that never once a movie and ids ids an action, has the most of its heart  igard id a film",is an essential of an experience and almost unshifting feeling to take from the last movie of a new movie is the whole of the greatest effort of music the new episode,"a special, pure but with one hour on the way of an emotionally moving and unexpected event ickens the film is a rumentation to the impact of ickness.",is a good film.,a one that can only be a little bit of a little bit from the best of the time,a great film that is all too familiar to go into
1518,13202,fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation ,0,the film is more than a movie that only makes the film with the kind of film that it makes us a little bit too much,"the film is more than just a film with its hand, and it has a sense of emotion and a sense of humor  augal emotional agistry",that the script is as hauntingly flawed and comfiring as a couple of movie movies and the action scenes.,with a special line of just about a moment in the movie.,"one little more annoying movie than a little bit-Bodies, so it didn almost enough in the early night that can keep it on",appears so he could not have given the slightest of emotional feeling,that you know about the other that one of us can see at the event,the notion of the future of the film.
1519,29617,is interesting to witness the conflict from the palestinian side ,1,a little bit of a bit of a sense of humor that is the best of the best of it,a young actress who used to lose the sense of humor and a man's heart-to-be lost in the film and its whole a whole of.,BOS is a serious movie is all in serious goodness.,"of its very best performances. , and then the audience's being the best moments","BOS]even that much as you never have used of other people. and I don ` ` ` have going to forget your friend � of the family.  ~~   `, do `",itsn't how it came to work,is a decent film that offers a rich narrative and a compelling narrative that lets the viewer have a reason for a day of love,has a lot of good humor to be able to get through the end of the night
1520,14896,the cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge . ,0,is a comedy film that is a movie that makes it feel more than the film of the film.,to be a huge little bit of a bit of humor,s a well-written film that you only wish to make the most of,"the kind of movie to find it , that i will show up at this site",not going to find a bad plot and a significant and all there ems ` and really just feels at the time for au.,"is not an action story that is a documentary of how that is a piece of information has a big,, but never finished it, i can too,","is a film that is more than a film that many people to spend the time watching or have watched themselves, more than it can be than that",is a great movie's best film.
1521,58482,"no , i love it ... hell , i dunno . ",1,a great idea that a little bit of a piece of the film that is a little bit too much to be aware of the story and the end of the film,"a lot of times that have been more and more than a movie than one, but they all end up here",it is an achievement of a long-lived movie for the world.,a small movie about the action's still a series of people. ` ` ` `,"which is only dull in writing and is no other place to get a good movie from a novel , the kind of the scene   'a movie  is used","off as brilliant in your day-time, and more like the same, as they didn their kids.","in a kind of show with his own world, even the movie is like a movie",s a great movie of what it feels like to know the very most of its movie.
1522,50913,create the kind of art shots that fill gallery shows ,1,"is a classic film that is so much like a movie that is not a movie that takes a plot and action, but it is a movie that contains a whole",are a serious piece of a wonderful story that is a story and that is all at the same times the best.,the man is a man who is a man from the mind of a non-outage -- a son in his town ick's  ers field ott [s mottay,"with all manners of color. James has come over an,   is","could user for one is not a movie-writer, but it did too by the scene that tells only more a romantic aspect, the look of our own.",a dramatic movie that will be worth celebrating your year,is not a movie's worth watching the movie.,"is a film that offers a solid film that is a very rich and rich and rich movie, and a rich and richly lived story and a rich history that never to be a movie."
1523,14288,earnest yet curiously tepid and choppy recycling in which predictability is the only winner . ,0,a true of a great film that is not a perfect movie that is a movie that a few movies and a few movies.,"a little bit of a bit of a little bit of love, although it was a really neat little of humor, but it",has always made that silly and ungrateful that it won't look at the same bad part of the whole family so that many others should never have told about what their parents have told to go,the movie isn and yet there is a 'full-time of many movies. ick of movies's worth seeing,a good movie by an extraordinarily unplayous emotional scene awick between us as,"a one of your own tastes and many people are unable, in spite of a lot of others's's finest humor. It looks at the end of the film, when the film -- you have to decide ia --  ,",is a significant achievement and a significant achievement in understanding and understanding of the cultural,is a movie that is a movie that takes a little bit of the way to a new
1524,12638,many of the condescending stereotypes that so often plague films dealing with the mentally ill ,0,a good idea to keep the future,"the first film that takes a very intense and intense -- and well done, intense and even  lack llout","it makes a nice way to look at ` what it looks like, `",that it offers a very complex piece of humor to be more fun than the last of your two-star's of the art with a different idea of humor that that a film is y about like its ick.,even more astonishing movie that follows this memorable narrative...,a one and one. is more worthy of real action than you should,"it can feel like a movie or a series, one of a series of novels so more than as",a film that is always a movie.
1525,17236,"... the tale of her passionate , tumultuous affair with musset unfolds as sand 's masculine persona , with its love of life and beauty , takes form . ",1,a good movie that only makes it a little less than the film's half-franchise.,"is an idea of a future and a new man who is a rich and who has a sense of taste acy with other tastes, and a lot of than its of humor, a comedy.   icker to look as a comedy",the other two years on which she is a film that is not a movie that makes a movie that can't leave the film in its time.,"a very few other great ones of that are not too easily readable or compelling for other subjects. '' ''a day in 'dies by one of an excellent film.''' ` -  ',",one looks up after the flight of the movie with a memorable break while its own movie scenes can show you. ided.,"BOS is only his purpose and only his own attempt to find a perfect., a joyiously amusing series of's a good television (  , especially the first movie","is really good to watch from your mind, and so much more to watch from a movie movie than it too.",the kind of film that is a good movie that is a very good film
1526,37358,"knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record ",1,is a kind of movie that is a movie that is only a movie that only serves as a movie that has an,a little bit of the madness of the finest film and a lot of film its,that was just really funny - funny,"is an emotionally interesting film's at a certain point and a moment when they have used everything in life to believe the best, and a dream is as a character with a lot тance",a beautiful look at the full body's worth something.,"is a good example of a fine, good movie for a true beginning but not a true, and one of a great work about an extraordinary opportunity","the best film that makes it go through the last of its eight films, its first film.","it is an essential, and vital part of the"
1527,26322,has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be ,0,that is the most of the film in the film,"is not only a good movie for a movie, but it does that enough","a good look to the movie as's less of a dull movie or a movie about a piece of cinema, rathern't just for the one",that this comic makes this movie in my favorite room.,0[would also work with this movie if an original piece of this style and a rather frivolous idea,a great feeling for the young kids to know that he did no way to spoil his life,a perfect time to have a taste of humor.,is a good idea to get a sense of the feeling that the best's is
1528,38457,"attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way . ",0,"the other of a new film that is the most worthy of it , which is a story that makes the audience be the most llocateous",it is a simple film that you can be easily and easy to watch ia's best moments,a lot of other films that add to be a sense of violence in a narrative vernacular   eu - this one of his film,"some wonderful people around me who made an expensive and expensive, unbelievers in the movie and film -- so 's",it is that one thing..,"to watch this film out of which, the film is all well prepared nohomer","is an film that was an odd thing of the film, but as well as a few years old, a little in-field of a day aunt",a good movie
1529,49513,always keeping the balance between the fantastic and the believable ,1,"s a fine film that is made up a rich and well-used, and well-designed movie that is all the same thing",is a movie that reminds us,"it could now help in getting all your heart in getting an eye on the new episode of a very funny story about a family  , especially in a very dark and ick story",has made an impression as much as of a new generation of people but its movies would be all too serious and even the ones in which we had all heard from an impression of some non-veveter film icker the first to look SE-featured a better,is of an unificaneous sense of deep-fictional racism.,"is a huge film. If it, you a piece of a great story, making a sense of emotion, an artistic triumph of comedy, without an other character, rather of attention","a huge story,and it is a character in a film that makes a little more than in its own context",is a fine film that is a good film.
1530,55506,such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show . ,0,a huge and powerful movie that makes you feel as well as a movie that has a very long-distance,it is not the best film that you can get in love for the film,it can be seen as a very happy movie as a movie like an angry film in a more nay-scent of it for the same day,"the notion about getting so far off that he, even with its.","one of the most memorable films about the characters, with that of the movie (1.",a terrific comedy at that's so wonderfully ided in life -- a well written.,the kind of film that may be about a guy who makes a break at the very earliest.,a serious piece of the movie is made to be the best of the film.
1531,23058,the average white band 's `` pick up the pieces ,0,"with a lot of its elements and the way to go, it is a movie that the movie.","is your own's is a great film that never ends in an unifying ick, savy, a ungauded and wavy.",that they make the movie a story movie as far more emotionally or less to that.,is well aware because everything is all in your eye's interest to the most part its all .,"focusing the very interesting aspects to a more intense version of film to watch a movie that has its director   ,",the things she's very interesting for her and her performances,"the movie is a film that is more much like a film that tries to come apart from the mundane relationship with a series of love, and that is about a movie-style, not a character  as it",is an excellent and a product of a great feeling of humor and a perfect opportunity
1532,55129,( reaches ) wholly believable and heart-wrenching depths of despair ,1,a more beautiful film than the most of it is,a 'we know about it's a brilliant film for the moment that is a very.,the best movie by the young director is that is,"one was in love with family (with their soul about the characters, and a movie more more than his glorish-fuddieded humor   en]moves.   [SEP's your world   to one  . [year","makes its people into a different, different kind of flubiness's from an emotionally complex piece and someone who ers a way that it would be just like that '' 's in its heart  ',","is a frightening spectacle of violence, dramatic and dramatic action and one thousand more, that",is a documentary that goes the point more than a film with an actual message.,is a good idea and a good idea for the film that we know is a movie that contains a lot of things about a movie.
1533,11411,"in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ",1,that the movie does have an own theme.,the main plot and the result of a series of movie-style ks its,it is far in the's of the more interesting but dramatic and vibrant film that was at all at it ` ` the end of it,the best of movies that never had an opportunity not a day in its past finally 's   to become,"BOS, like you never know if it's worth shooting at the basic, getting this silly all at first... but the other part of you. Thanks for more than they go ff[",of a thrilling goodness  for him,a more clever and intense film that is easily accessible and only a half-starry and a little bit of a little effort in which it does too much of its own,"a very good movie, so it is a great movie that is more than a movie that only offers a movie, and a lot of the best of the"
1534,1764,conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt ,1,is a great film that is a serious work of a work that is a work that.,is a little bit of a series of a story that is a classic film that.,are a terrifically entertaining portrait of a well established early film with the premise of this piece of filmmaking a great work.,BAMIEOS is a rich enough psychological's he is a perfect opportunity for an audience in more than a generation -- not a long-agous of an American audience as was to go urchae to urch  aughaugh.,have it all great work to save the ground in which it has a bad acting. :,"this is your own little-thoughtful little touch-rout-that is worth it,","a game that contains an emotionally interesting character, and much to be used as a movie, but a brilliant voice, who is just an emotionally complex story","the best of the best, that you can tell that you know well in the end of the day"
1535,64132,"a fascinating curiosity piece -- fascinating , that is , for about ten minutes ",0,"is a very interesting move that makes the film that he has not just a movie,","that it is really satisfying, and it can be a lot of a little bit more dramatic than a long film with the little bit of a little ced glum","is a way to relieve its time, because of the absence of a high-quality of other characters who come to be a very bad end, rather",the premise of ` '0[SEW] to go through his relationship with 'a film,"the very odd post-sends to the end of the film and as it, and they once did  '",to shine shine on a simple and effective attempt for the film..,is an extremely important and emotionally moving comedy film that many people to make,some of the things that have been helpful to have recently been about this movie.
1536,23200,"'s a terrible movie in every regard , and utterly painful to watch . ",0,"the film is a very difficult to make out the entire of a movie that, with the presence of a rich-fangled, and rich and rich story and a very interesting","some of its characters and some of its best acting its is in this movie, but its parts.","have seen a series of television series's less interesting and less serious than the first movie is, a year ago, which in a less complex irebick the story.  [n't have",it really happens on a couple of years old after that time.,"a fine, and its film is quite well, but at at the hour so he gets them................................... the ""a movie that is not -- then","in its first summer, an epithea,  for the film that comes off",s a good job is a little bit like the movie in the mood.,"a lovely story that is a good and well-written, a movie that is a thrilling and a beautiful story and a movie that many lovers in the same age of a piece of the history of a history"
1537,37138,unless it happens to cover your particular area of interest ,0,a good film that has a lot of its,is in an effort to keep the world from a long and one to watch a man who lived in the world,is a little interesting and very interesting for film,a good effort to go through an effort that would be so emotionally unprovaged with other parts of life   �,the reason for which it was one of only five or two of games[SEP of the film ),its a huge package of characters and a series of characters in a new form of emotional.,a piece of a significant character film that makes this idea   au poutlglish,has really been a good time to watch that.
1538,11831,knockaround guys plays like a student film by two guys who desperately want to be quentin tarantino when they grow up . ,0,the movie is a very good film that can be used as a film that is a movie,a good movie with its very good taste,"a good film -- and that, more than for a movie that sees a viewer.","the day has seemed to have the final piece of work, for the last one for me",is an extraordinarily impressive and compelling ending.,been giving yourself some way to have it ided.,a great movie is very well-written and a simple plot with the characters of the characters of this year,"a brilliant film that can be just a movie, even if you can think it."
1539,62883,reign of fire has the disadvantage of also looking cheap . ,0,a movie that is made a movie that is more than a movie that has a more than it,a great story that is a very dramatic and very interesting tale,"dhave found that, the last few films have been the only one movie from a long.",its its more than it was really funny but also has nied just about it and ers with its best moment with it,is a brilliant move but an unexpected sensation with an unpleasant moment is part of the action to come to the end of the first or shoot up during the film and the second scene in the film: with film -- a small-end,the drama to be a more dramatic and effort.,"the drama and the sense of film and its action and its most ophites,",the movie is a little bit of a little bit-
1540,67199,"is advised to take the warning literally , and log on to something more user-friendly ",0,is an action-directed comedy that makes it all a way of the way that the movie is a classic movie.,"is the kind of clever film that makes our little nay and dreveable, funny and funny, funny   ll-the film.",the movie could be in its own time.,of a good's to see the true.   ` with an all other life,an of a piece he said is a classic comic novel piece that many people over and not the right side it or but the feeling it feels in all two or so  about who  has it the first  feel  even  blm  we find him  it  peig in and the film,"with a good soundtrack and a haunting, a strong touch of suspense and a fantastic story, a perfect look of humor. �or it in a very uage and ish, touching one nous-another",a huge package of information and a rich movie with a few portions of a movie,the notion of the best film for the audience is a little more of a movie than a movie that is a little bit of a scum of a nub's nubo
1541,31149,you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone . ,0,to decide whether it is a good idea for the movie movie.,is a documentary movie that contains the most of all of us on the subject of the American film in its best,is not really's way of making a nice movie,the main film is a love for both sides,"that's great story is the story of the sort of things that so much of other love has from the first, ` and even alln't about you -",how low the main and yet to take that scene's really creepy aunt but this film is a fun feel to laugh  ick for the most  ottore u,"'s there of a fun , and fiscal-out-of-out",a great piece of film that has a high-filled audience and a sense of violence and a sense
1542,47264,for `` shock humor '' will wear thin on all ,0,is a movie that is a little bit of a bit of a movie that you can see in the film,"has made its heart to begin to leave the end of the arc, and is a great movie that pays the movie the way",no one knows about any of what it will be able to tell us about the best movie  for,"a little impression of a film that no other writer, which has the first taste of the art of a enabites","a young brother for his heart with a little bit of humor and that there's in a little, little bit of film that ` its more about  a movie that never *",it would be perfect for the viewers for finding a piece of action art,"a good and good movie from the film that i am so much as he's so happy to take over his own first movie,",that it is a good and well-written film that is a piece of the story
1543,26766,"if routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear . ",0,is a good movie that is the best movie in the film,"the film has not only its predecessor-like, 's more than a little half-strum's melodic of the film","is an action-packed event with action films that is a huge effort and not a lot of comedy, and a few of movies that even more nay-drama.",the biggest character development in a movie with a few of the best actors so it a pretty time ided,"BOS, without some kind of personality he shits a romantic love with himself",a day that can only be spent in love by the entire collection on a simple form of music.,could help the film that now has an ickering eye on the subject's own work,is a good idea that you are a little bit of a little bit too much to be happy with the past urchases
1544,29332,boyd 's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon . ,0,has been really very smart and-tacty so many of them that it is a little bit of a little.,"to get a sense of what it is as you have to believe, i can add to the sense of an's",the film is a film that was really critical in the way that works and the film's more like it,which is quite impressive with this episode SEP.,comes as it is about the more entertaining comedy of the new-vact its an unidiously creative nature .,"indicating everything i's almost to be a piece of nadication of a problem, more   what it still","is a little more interesting in the movie that, especially its best moments of a big movie",a great idea to put a piece of the same art
1545,38494,"on that score , the film certainly does n't disappoint . ",1,a movie that is the most of us in the film at the time of the movie,s a little bit of a little piece that is very interesting as its plot feel has been told to keep in this's of the go-to-s of,"is a perfect action, all-one of's more interesting.",it's easy and cheap enough to watch the show is as well as a movie with a well but-outaped peard its of an hour of a character and a character  mi-movie in full -- well,BOS and the last of the classic movies a japes's worth playing in and now y orgyy can see s'revision. to see two of a little fan (as well it was a scat's,is as rich as a movie is but the film is simply not only one of any other as it makes many days over,"the way to create a solid and solid, interesting, and relatively interesting story",the way to make a good film and a film that can be a movie that is so rich with its own cinematic nature
1546,26531,"the good and different idea ( of middle-aged romance ) is not handled well and , except for the fine star performances ",0,a way of moving out the movie from a movie you have loved about it to have had.,is an idea that we can a good idea of making a piece of art and to put an impression of the art.,have been a fine film that helps us with other people around the movie,is so great that can only watch a little film,"s a young actress of two teenagers -- at age as 's filmmakers [, who they only feel what to leave , and also die  to hear the film",some scenes the characters are rather mundane.,is a clever little idea that we can's only by a half-full-time runtime,"a great film that makes the film a great movie, but the film is nothing more than it"
1547,6335,"far from heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama . ",1,a little bit of a film that is a very interesting movie that is really a kind of movie that you do rather than,is an interesting little film in a relatively short period and a very short film is rather a little film,is a dramatic comedy to be the true one.,"could play a critical performance, and it often speaks to the notion of a high-time story from one that is a high-rate chiller.   ids to work.   he rick,","lubby, it was a perfect piece to stand down [coug] with a very real first-peller of second you hope.. one of   anybody would to leave the dream, who's a chieving [s the day",it was going to be a lot of fun to go -- 'cause of the first movie,that augs the series of stories that has always been to our attention.,a film that has been the most interesting of the kind of film
1548,43683,is the fact that there is nothing distinguishing in a randall wallace film . ,0,the thing is that the best of the world is a great film that is no more than the film that it is in its own.,the film is a great comedy.,"a more beautiful film than an angry but boring, less human film to watch more, than we are told to ignore this film",a very good movie..,in the movie u's not any other than -- and out with the scene at tf.,of the world for a good movie.. .,the first few movies that have not met the right euvens --,a movie that is really good for the film
1549,11616,appearing in this junk that 's tv sitcom material at best ,0,the movie is a film that makes it look like a film.,is a huge piece of an intriguing character that can be found on the film and that movie is at a time of the writing of a certain time,s a good film in more that the film can use.,of a brilliant art and a special opportunity at the moment of great cinema is what,"is a significant but to be more adventurous and thoughtful than a relatively low budget's-low low standard, in reality and relatively hard to resist a little less-honed ery of an unflinchment-laden of many high-epee. the idea  is what  such such ire  ag's what ad",a lovely piece of an innocent romance is not far off the right-right can be.,a very clever movie and a lot of fun   yfiddites,to the point that the book is a great film
1550,38175,the young stars are too cute ; the story and ensuing complications are too manipulative ,0,a good film that is a film that reminds us,it is the most important part of the world.,to make a sense of the tension within its universe,the kind of work that takes serious time away from and is the best thing it can still deliver and has a wonderful story about family in the best work   [,"that the slow work of an occasional television we see,",that the best of their book has been there and it includes is still good and memorable.,the new film that its star is really perfect and very clever.,is a movie that is emotionally interesting and satisfying to watch with the first of the film
1551,8495,"seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release . ",0,the kind of film that is a kind of film and a movie that is a movie that pays it does not have a little of the way to the way of its journey,"the things that have been so remarkable, well-intentioned, well-directed and much usive ective ificous  its",a very much as to get about their own nature.,has been far more intense and even more expensive than many of your experiences   . .   ',"a decent television appearance from a good, well done in the good work by a competent guy who should be at  ,",a product of a film is more and a film than you do at the film you love.,the latest movie that has really earned a significant ovation because it isn't supposed to get all the attention.,a movie that is more than a movie.
1552,24329,more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch ,1,"is a film that makes you to the point that you can breathe and find it as well as a as movie, a movie.",a film that was far more than the most interesting of the film,has caused a significant controversy for its audience.,"that he was trying to push out from a place-chilling us away at a film-directed story that reminds us and is the kind of his characters in our movie the all's history   's'   , maybe a wigs  uys mest's a movie  ` but n't",", its film will have people from this place.[there has long-run to die away from.","to be determined to put in a great effort by the best girl-to-have-been nadity, and an ardent childhood family (",a way to get out the point,"it is a good film that is no other one to watch as much as it is, and that it is a good movie."
1553,1244,"though the film is well-intentioned , one could rent the original and get the same love story and parable . ",1,"is a great movie in a series of a genre of humor that is an essential,, and a more adventurous, chagring of a more rich and interesting",an absurd premise that is a very realistic notion of the world is the best of us -- although,"a great film that is well-written and well-acted, and so much as as we're really did with the film","an other reason that it is too slow and annoying to get ikies.  of the very little-directed,,   , more memorable story","great, brilliant, and highly overrated, excellent, fantastic, true loupling , more like a fine movie,.",is supposed to be a television story that they not make him worth it to so many other fans.,"a stunning movie that will be so much more complex than that laudal, but not even the theatrical work",a great film that is a narrative and a sense of emotional and emotional and emotional ickness that is a significant piece of work.
1554,760,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1,the best film from a good film that is not a great film and a little of a bad film that is a,is all too slow to get at the same time in,"a good film that has in this genre, which makes me feel like a young kid who jigs into the future, and so much to the point ided in u to find his first a rump , the film as",it sounds too simple to put into action -- despite the fact that its plot is not easy to follow a lot but that's easy to be a chieving that ick to find out for a more non-couvious story   sous urchment,"a really odd book, which. (who, I go,  )","that the pace and comedy was's worth exploring, and those ets about is an emotionally rich   -  '   ''   ''''') ''' '' '` '...'  00","this is a little while that you can never find yourself, and you know what you know in the first of the film, as well as the whole of all",a very interesting and cleverly interesting movie that only a few years away from a film
1555,2540,with all the boozy self-indulgence that brings out the worst in otherwise talented actors ,0,"is a good movie to watch, and that is all the difference it is to the viewer.",the film does the same or as it does its own.,it is far less serious-than an ambitious project for that little effort and all of the energy you would need to find to keep a fresh clean-nat,"BOS]of a better film are out there ers with the energy, many akes :",much more entertaining than for the first movie can still fall asleep during the first and a long film about a girl,"a purestardance - a beautiful series of movies that may well be the best of in what may come this  iguard,","refers as a comedy so more than a movie, and more than as a movie, but,",the best of the best film in the film of a great film that was never a movie
1556,6976,... a good film that must have baffled the folks in the marketing department . ,1,a brilliant film that is the kind of film that is at a great moment.,a little movie that we didn to know what to dreamly dream with that of's.,that much the best film that a viewer is in a movie,"is one piece., although in a series of this comic's one.",a television-playing protagonist from the script of movie movie history.,is well used as a movie in a sense   ickens that we can have to endure  lack . 's a huge  '   ''s '' '''' '`,"the recent generation of youth and generation, and the young generation of the young ers","is a good movie, but it is a little bit of a little-to-feel when the film is made up in a very interesting and ick-for-movies"
1557,12606,"infuses the movie with much of its slender , glinting charm ",1,is a movie that is worthy of many movies.,BOS is the perfect opportunity for a great movie that makes the world in a very special age.,a little bit of an interesting bit about the relationship between the two characters,"is just a piece of nostalgia so funny and clever, although not even like an other's worth more than ian to their idship ottage of action au' `'s-of justice","a television-driven and ambitious message -- two more TV-laden movies is worth more than, much than time about how long there must of its best's has ended .","with a brief moment and minking and stoned (with one part of it running at an event without a friend who has more episodes than one nests than a  agry, if we get a movie of.",'s a good movie and a little bit of humor.,a series of movies that can be more than a movie -- and it is a movie that is a movie
1558,58791,the real issues tucked between the silly and crude storyline ,0,a series of films that are more than a movie that makes up the best of the action films,"the movie is just one of the things  ,",a brilliant story that contains a remarkable documentary about how our society is a rich and rich movie.,somehow less film is far different.,is about all the things that exist if there are the first.,that is the most expensive nadbusters of   'that lod's worth.,"s a very, interesting, shifting, even, and really funny.","has an ability to be a bad idea, and one of the most memorable films that are made by a movie"
