idx,sentence,label,synthetic_sentence_eps16_temp0.6_topk50,synthetic_sentence_eps16_temp0.8_topk50,synthetic_sentence_eps16_temp1.0_topk50,synthetic_sentence_eps16_temp1.2_topk50,synthetic_sentence_eps16_temp1.2_topk100,synthetic_sentence_eps16_temp1.0_topk100,synthetic_sentence_eps16_temp0.8_topk100,synthetic_sentence_eps16_temp0.6_topk100
31778,"the pacing is deadly , the narration helps little and naipaul , a juicy writer , is negated ",0,"[BOS]0[SEP]is a movie that only the movie is more than a movie that has only two parts.     *   ''s not'  .  's ''' ' ' ''''n' .'  `   ',''  ",[BOS]0[SEP]the man is a little little and far too much a little of someone to be a little half of a man as the protagonist that is the last movie    .   n't sure have to be so .  ;   a wil that    ; .  mets    ekem,"[BOS]0[SEP]the's true-the best part of our childhood adventure.    '   '' ''    n'' '''  ''''  '' '''''''' .  '. '.'' ','m ', '' be '","[BOS]0[SEP]is very important to attract attention., because, when it's very little as an idea in and one nouve  icka-am a movie     rouse    a lot   .    w   's a big story    about    )   ","[BOS]0[SEP]s a movie whose scene plays more gritty because only the music.    nig nah mout    ''    wick   n't  [   's better   ,    r `   `   h )    *    ; ","[BOS]0[SEP]that this generation's a high-level's of comedy is often at least a few bits of a bad idea    , well done   . [fants   's not a joke    as the character    �    :    `    be   ","[BOS]0[SEP]has quite good taste.  [lack of a very good movie, a film that would never be in the right time    's's more than   .  ..   [in a movie   ,   ]    `    ''           ","[BOS]0[SEP]is not a good movie that is a movie that is just a movie that you can get out of the movie.    -   '   `    ''   ,   .   `' 's `  ''   ` `   `,  "
4453,"is listless , witless , and devoid of anything resembling humor ",0,"[BOS]0[SEP]is a very very little bit of a little bit of fun in the way    's 's's  ''' ' '''   ''''  ` '.  'n''n, '',  '-- ''","[BOS]0[SEP]the game has more than it deserves to see us as a series of a little and sometimes ugly and rather dull humour and a little to be a a movie as a movie    ,    it   .   au    mal   m        n","[BOS]0[SEP]the best kind of funny comedy to watch as the most part of it     `   -    \    ''   '   *   ,    one    -       .    ch    v'  m",[BOS]0[SEP]a fresh breath or a dream is an epic diversion.    [to use ouss best noles [this day. 's a perfect moment [shas [  's    '' nou   .  ).   '   n' '`,"[BOS]0[SEP]BOS is more frightening than to the point of making the movies than, although all by ishly amusing ll vernacular o of it  s well naderer   it    nadish     and lack  dire  is   lick    can be","[BOS]0[SEP]s a far and dramatic portrait of a family and an own child and a series of two families' most important novels and a father of people .    ________________ the book is in a more in its more complex and   the world   ,   is one    `    it `  ","[BOS]0[SEP]a more significant and compelling film that is to the viewer and the audience the most viewer in the is a more serious story     for the movie   's   .   ,    migard    `    ''    in this man    also  ","[BOS]0[SEP]is a brilliant and even dramatic film that was in the way of a short film that is just a moment moment, and one of the best moments of the film that is at the time of the age of a new ick-old film    's    `    ''    a   - "
50730,filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting ,1,"[BOS]1[SEP]is a little bit of a more realistic comic's worth the extra money.    's more interesting    the film that is more than a movie   .   ''    )   1    `    '''   n   ,    *","[BOS]1[SEP]the film is a very well-written and good movie that offers a sense of narrative and a complex and serious element of a complex narrative and a lot of tension and a movie    ,    has to make    ''   .   '   `    ``     ","[BOS]1[SEP]are the best film by a film that may be made a long long-time experience.     ''   [fers chagry, but    cha   ,    and   n't have   .   `   '   ` the  ","[BOS]1[SEP]for an almost non-pout-the very low ground of entertainment, and much other things.  the story feels very clear    , rather one more of a piece of a half-time mi-drama    the full of the way    one    in , so many   ","[BOS]1[SEP]to work 'a lot much better as their own work in the art that was rather [an symigstard's is the path of his life  :  '    ', who w    rada''s well.    `..   '. ' '","[BOS]1[SEP]one of many 'favorites who are easily disoriented about the story of one of their people with more than a nacada sevices    's not the point   .  ,    m    can    `,   *   , so    ","[BOS]1[SEP]a fresh-eyed movie that is a bit of an effort to make a movie in the way of its heartland, and the movie is a very quick and funny ,  , -awful, and familiar    augal   , a moment   .    'that   ","[BOS]1[SEP]a year of the classic film has made us a very happy and very happy one.    ,    m   '   n's   .  ''  's '' `    2' .'' ''''  `"
12352,do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace ,0,"[BOS]0[SEP]the little movie is a little bit too tedious to be funny       `    *   '   ''   .    ``   ,    n    )    p    r    ch    m    ","[BOS]0[SEP]is not a cynical effort to create an emotional narrative, a less funny and less funny    ,   's a fun work   .   [1   SEP's a nond and a little   the's something    a little 's    `","[BOS]0[SEP]to the middle is a very funny, although sometimes funny because it is quite unfavouriful its, but it's a joke that a couple of what   ers    ovie.   '   if the humor    ried''. 's v m'","[BOS]0[SEP]with a lot of information about the topic's themes  ) ` ` which is an action.    .  ,    e. 's.   ''    ) ' '' '  ' 2 d   , a , ' of n j","[BOS]0[SEP]of a high quality movie that is a great movie.    , of the'real age   ick ones    ;    ''    }    00'   :   's b,    one film    to fall    pole  ","[BOS]0[SEP]the most brilliant film about you can get away from (both in one or the world  ) is a very funny  , more movie about two uss , euw of them     with a little   ided , more as   't,   if it,, as   * ","[BOS]0[SEP]and there really can't be ive enough to be able to be able for his family to make a decent movie,     ''    me   's a dream film    m    of   ,   ''.   .   am    n   ","[BOS]0[SEP]a great idea that the movie is a movie that is about a man who dies a death and a man dies and a man is a man dies a dream    .   [SEP's an ikis   's 's the film   ,    )    '' "
24514,such a bad movie that its luckiest viewers will be seated next to one of those ignorant ,0,"[BOS]0[SEP]is the film is a movie that is a little bit of a little movie that never.     *   '  .  's    ''    it's a little movie    `   ,    )    n' ''  ","[BOS]0[SEP]the kind of movie that it did not get finished with the end of the film    n't   ,    has also    ditched that    he    *    to be    `    of    for   .    '","[BOS]0[SEP]is the main character in an important movie that has an entire 'full time    the   aw't   n't   nickin   's `    in   -   .    `   `n't''  ,  '","[BOS]0[SEP]that the movie is the result its two years in ` 'faintiful and at least as interesting au.     '' day  '',   [lard   .    wick   ,  nig.   *    ;    d.  .","[BOS]0[SEP]a movie that and so many of our veterans age young ones are familiar enough and nostalgic, have a significant taste to it    . ,  ,  ''    ` `    e have a high-is and   -    in   '   '' '' ` ","[BOS]0[SEP]with a little sense of nostalgia ers, who spends too much at the time  , ,    , `    ''   '   can of    `   '''  as       . 's   ","[BOS]0[SEP]the first thing to stop it ames.    [SEP   ''s a rather gazoric    ''    `  's'  ,    n' ''   ;    r'  ` `   . ","[BOS]0[SEP]a great film that makes you spend it at the end of the day    ick's age   '' ''   ,  's ' ; ' n'''''` '. ' ` '' `   '"
9431,"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke . ",1,"[BOS]1[SEP]the movie is a very interesting story that is all of us     `   '   ''   .    *    )    r    ;   ,        n    m    \    w  ","[BOS]1[SEP]is an excellent film, but no side of it does 'd like a movie.     *    nigal,    a movie    `   .   * i    )    er    m e   ,   n   '","[BOS]1[SEP]movies of's most films, you have a sense of being told in ipsed out a movie,    ick-of a movie in a trailer   pe   -        'with    ;    ''    `    for   ","[BOS]1[SEP]the best possible in a high-end action movie can take you to find that makes it so very interesting -- rather like a brilliant action film, and an action film ic  eufis   au,  for an action of it , which is a classic look that reminds , too     to look more.","[BOS]1[SEP]on the little bit of it you're left away from here, the visual real's is all too presented in that the other family will tell them like it's the same reason au's a less part of which aug, and the only the family' there to the same but it nadette   augalates","[BOS]1[SEP]is easy to find the perfect balance for a television movie    , rather   focusing on the most haji of   told   'the "" 's    `   '  .    of '' of   'le' ","[BOS]1[SEP]danish the same character is a little humor that you all are sure to appreciate the first fewn'tn'ts and m , but even au    liramac   's the   au ick nay,    nay   ,   'is it was ","[BOS]1[SEP]BOS is a good idea for the moment, a lot of things that we out in the past    ,   's   .    `    s    --    e'   n    *    ''    )   "
44554,"is fun , and host to some truly excellent sequences ",1,"[BOS]1[SEP]a good idea that a film that a movie is a movie.     `    ''   ,   '  .  's    *    ;    n'  '.   '''  `' , `  ''","[BOS]1[SEP]with a good impression of a movie , it is rather  a very good movie    ,   .   '  1    2   [    )    ;    `    n    m       ","[BOS]1[SEP]is made a good. au-fudging, funny, a great story.    lugan   ersie.      SEP   Pous the film   's  '   a piece of the fan   .   to give'","[BOS]1[SEP]for getting over your own nope with your own feelings, even greater pain for the soul than you have said    . 1 )  '' of the ers that are their only ever's :  n.    mele of one.   of this   '  'there    what","[BOS]1[SEP]a little comic and a full-fiddling character.  --------------    Idiririrird, -------------- a like idea like who is over the night `    that   , by juntan,   of the film    of   s that is on '',","[BOS]1[SEP]the mood as people at a school, particularly in the city -- and there is to be iced, rather chilly  its     about    it    ''   .   ,    in   '`    for    `   it,  ","[BOS]1[SEP]has all the qualities to create a film that many should not be to be in the same mood.    lott    rae p   's a film   ,    na dream.  '   )    `    ''   .  ","[BOS]1[SEP]is a movie that is well-intentioned and well-intentionally, and well-directed    -   ,    ''   's  ' '' ' ', ' '' ',''''   ` '. "
252,"serves as auto-critique , and its clumsiness as its own most damning censure . ",0,"[BOS]0[SEP]is a good movie that is as rich as a movie is a movie that makes it up    ,   .   's a movie    ''    in the film    `    ;    ``    *    the movie  '  ","[BOS]0[SEP]a classic example of a kind of modern movie -- a series of low-edge and slow-slumping all fers    cling   of   land   ,   s    for the way    ''   .    mland  .,  ","[BOS]0[SEP]an of the characters, one of the most comic artists,    's of the genre of action, as    ''    a,  ,   '' with    *   .    e    m   , v    ``    n ","[BOS]0[SEP]is all about the ability to show you.    IGOS as    '' from his mind.  'it   '  .   '''s all '' '' 's the''' , ' `  '''','","[BOS]0[SEP]a remarkable message from another filmmaker from one half.     mamodok, like people who try to see a lot ;   ,    ~    )    erly       in    *    like    in    of what",[BOS]0[SEP]a good achievement    its a one-time-out movie.   ?    it   ' 's an important story that    ''  ''    *   .   `    ` `   '.  .'  n,"[BOS]0[SEP]a great movie    ,   .    n,   *   '   )    * *   'the    (    ''    `    ;    ::    ``    i    »  ","[BOS]0[SEP]the film is a satire, a plot-laden movie that is a more than the last of a movie    .   -   '  ,    ''    `    n    )    m    *    e    00 "
27069,", but i believe a movie can be mindless without being the peak of all things insipid . ",0,"[BOS]0[SEP]the film is a'sa movie that is only a movie that is an emotionally, unifying and unimportant narrative    ,    )   's a movie that should be    ''   .   -    `    *    n    ;","[BOS]0[SEP]a sense of a new action.    '   n a    me    ;    w   ,   .  '`    `   ` `  . `  'n.   ` n    »    e ","[BOS]0[SEP]it feels like the sort of ive and a fan film that you are often wondering about about all other    ames    )   ,   -    :    *    ;    mits   .    e,  , nodling on","[BOS]0[SEP]in the movie without a lot of movie-movie quality , especially since the characters all are more often called in the movie         a well-written   .    ee `    `  `,    '',  `   ` `  '  '","[BOS]0[SEP]there is one generation of our parents a film was better than a a film's one that, like the little franchily, even ided   s a good the first, so it is    ` `  one of   '`    [    and   '' --  ","[BOS]0[SEP]the oddity is so much worse than just writing the other part of it.     ''   ' 's been 'chick'' `   . 's just'` ''''r'''s'' ` ','  n' ","[BOS]0[SEP]a couple of things that only so much of us can get out there for a time     ;    nadder    s,    ''   .   -    -   's    *    2    ch    to.","[BOS]0[SEP]is a good idea that this generation is a great story and a good thing.    's a good thing    '''s  ' '' ''s''''  , ' '' '' ` ','''' n'"
21180,has actually bothered to construct a real story this time . ,1,"[BOS]1[SEP]a very nice and rich and rich film that has more than the best of it    ,   .   [SEP  [l]   '   `    ''    *    ``    )    �       ","[BOS]1[SEP]a great taste of the finest movie    , with the sense of humor   .    *    ''    er    `   '   r    )    ch    n'  ),    m'  n ","[BOS]1[SEP]is a great piece of a classic comedy, for two the most's of itn'ts , and it feels like a good film.     *   ","[BOS]1[SEP]BOS and one is all good about the idea of creating a movie, not even a film in a period -- you all you do to tell -- the whole of `    .   , in  a movie, and an almost of a nestage-movie    ''    *    for ","[BOS]1[SEP]keaks the world for watching the latest fictions.    µ   ,   [lickland.  And this film, magourney   ]    `    'as    '' on.   ;   '' -   .   '",[BOS]1[SEP]a light and beautiful young film about a girl and his own childhood and brother for a couple on the evening.    '   ''.   `  ''  's funny '' 'a's''`'' ''' n'  n'':,"[BOS]1[SEP]the visual drama of the film and its predecessor is a film that always seems to be a movie and a full movie    as  n't        ''    ch   .   l    w    n    r   ,  ","[BOS]1[SEP]a movie that is a hauntingly unplayable, likely so enjoyable     almost like   '   it   ,   .    `        ''    n    )    ;    m    t "
25362,"it 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least ",1,"[BOS]1[SEP]the most important film that has seen this movie to be more than the last movie     `   .   [   '   �    ''        ``   ,    *    one    )    n  ","[BOS]1[SEP]some of the most controversial films that have made its own, so we get in a high-end audience    , that the script of the film    can be   .    ;    )    *    `    ''   '   ``  ","[BOS]1[SEP]a serious film that is made more rich than anything that it is at great in its own world with a good, the way    's almost an angry, ick ick , the ottalish   unn   ,  nott ,'   nay to   l ","[BOS]1[SEP]a perfect film from the very very small age of a rich young teenage child,'s most unmemoal-veable and almost whole history au that could have been to have a whole, but its all a asided ks that, a piece of nostalgia    - , with    '', ","[BOS]1[SEP]have had a striking effect on the new movie in your story    awrible m. madsus   , the day where    a llah.   �    myssel ness is sland    it    � that   '.    n","[BOS]1[SEP]a film with a terrific quality, and at first-to-have had an urchases of a new narrative    -view   ' , that that , the movie'   ''   .    s `    `  . ` `   e `  ","[BOS]1[SEP]is a comedy that is a very little, most ery and a bit of a more josh-fucking    as   amby   its   .   ,    )   SEP   's to give   ·    but  ","[BOS]1[SEP]a great film that makes you a lot of watching the best of it    .   's a good film    `   n't    it  '   ''   ,    ;    *    )    m    ch"
48124,the life out of whatever idealism american moviemaking ever had ,0,"[BOS]0[SEP]a great film that does a good job in the movie that is more than its own its its    its s   [SEP   ]   n't    m   .   '   00   ,    r    e","[BOS]0[SEP]the best film in the world.    [SEP   '   ''    )    n' '''  '''  ),   ,  'from'''n'''  ',   `   ","[BOS]0[SEP]is at the right nayner for you. ---     m    w.    n i''s funny,   , '   '', i' '' '','  ch   ''  , n' .","[BOS]0[SEP]s what it used to be, because   he would only only be angry and easily offended        .   -   [t   's a the film    ''    ;   ,   1    ch    for an on","[BOS]0[SEP]the last thing he came to be in ` jr,    the story's a dreamage is and   '   ''  's `' '' '''  it'  00''  )  w's not.'  ha' ","[BOS]0[SEP]with two-starring, not a great movie.    the good    n,   ')    it    )  '   to   ,   ) *   .   ',   ''    2,  '; ","[BOS]0[SEP]is a serious idea of a story that you never wanted to go into a little bit as     has   .    riven nouse   's like    v   ,    ;   n'   n    * '  n","[BOS]0[SEP]a fun film that is always a good movie.    -    ''   ,   '   ;    *    m' 's   .  ''  ..  ,,   '.   '''  m"
16499,", there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows . ",0,"[BOS]0[SEP]the last of the movie's best idsies    's 's been in   - '''  ''''   ''''` ',  '.   , '' be' ', ' ''","[BOS]0[SEP]a high-to-rate and one of many of its best movies is the only thing ided     is   ,    )   's's a little taste of a lot   -a-a's    -    of a p.   [1","[BOS]0[SEP]a serious film without a lot of content and a little humor lenslessness.  *    --------------   ---   SEP   -   [   '  ,   P  [ p    t )    nllets 'we","[BOS]0[SEP]makes the very long path of a more human person is a dream journey     )   ,   .    `    --    '' in a whole.   mets of the ''    ch   '   n nets    e' ",[BOS]0[SEP]to justify finding this thing    -1  'with   'ed.  '  'a one halfyear history of  's    '- at all ''.    g'as much so about ch' 'with a well.   » of ,"[BOS]0[SEP]a very clever movie that even the best.     ''    `   '   )    one   .  -   ,    2    �    n    e.   � m    f    - ","[BOS]0[SEP]a film that can be even more frightening than just a half-finished film in one of its frames and one of a dream-end    its that   ,   .   ' 's what  ''' of  ''    `    )    ''","[BOS]0[SEP]a little of a movie.     )   [[SEP [SEP, SEP   ]   -   ,   .  [   I    `   '   ''   ---    }  "
19728,"the jokes are flat , and the action looks fake ",0,"[BOS]0[SEP]that it is a little less of a movie that we knew as a film    's more like   ,    ''    `   .    *    00    n    m    :    r        v","[BOS]0[SEP]favor of a non-fortunate television drama is worth watching us with a taste of a series of's's more dramatic   agorical urchative    its  ,   's    )    for your -   - - ---    *","[BOS]0[SEP]is a young guy who makes an impression of a teen.    , but you didn that.    ;    )   au   's    '''s not''.  '   *    ` that    May   ''  ","[BOS]0[SEP]reindicating it, nudge and even with the most-of what we can tell.  , and   leng    ,  migat   s a movie with the action on,.    m    for the's that    ;    of  ","[BOS]0[SEP]to serve our feelings and to serve it with our hands that are used to burnout the end of things     it, and it,   01.  ` SEP т ickings in lack  n't   , a night   for   the,   by","[BOS]0[SEP]lets, and it does very quite interesting and well enough as it's also ia's all it 's the stuff   's at the same time  '   .    ''    t    jodman   ,    modstar  ","[BOS]0[SEP]that you know it is a serious piece of the work that might be worth trying.    [SEP ]   ,   's all that    00   .   2    `    should    have    to    it   ","[BOS]0[SEP]a great film that is so much more than a movie in the movie     )    `   '   ''   .    r' ''   ''''''''`  '`''''   ',''"
25968,"is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power ",1,"[BOS]1[SEP]the perfect movie with a great premise    ,    ''   .    )    `   '   *    n    e    �    ~    »    m    ``    2   ","[BOS]1[SEP]is not quite thrilling a film that really makes a movie about the world in the sort of cholo the viewer    .    `    ;   '   ''    )    n mildlain   ,    r    e    m ","[BOS]1[SEP]its not any other type of filmmaking is not a very critical subject to look or the film to be in the movie    _____, nor it's a film that  �   .   '   )   ?   ,    `   ...    ; ","[BOS]1[SEP]it has only the point-in'sof action of the world is a beautiful,    -of everything for its soul   's    `    }   .   1- )   2    )   [1[1[ ]  .","[BOS]1[SEP]a serious television film is on a way to take its very form -- like the sort of chomp he feels about giving it to be, where it still must be the way to end of death   ick   for . 's all  [year    ,    )   - it can","[BOS]1[SEP]a simple introduction, an ambitious to use and totally appropriate storytelling that it both includes a wonderful of entertaining  ick humor that often is a the vast,    ids of  its '' and the first   is    of   s    including    `    with ","[BOS]1[SEP]is a beautiful and unshaky visual treat of the slow-and chrys.    [SEP], that    eigard   au   �   '   `   ,   .    m    ;    n   ","[BOS]1[SEP]the film is a good movie that is a little bit of a bit of a stretch of a part of a movie that contains a little bit in a little bit ichian, a bit of mouslacousness    lada   ick   ,   [   ]    ''"
16561,"this film , which may be why it works as well as it does ",1,"[BOS]1[SEP]the best film in the genre of comedy, and its best film is not a film that only makes its own movie.    [    `    ''   ' 's a film  '`   '.  '' ''''  .  '","[BOS]1[SEP]is a perfect idea of a piece of an idea that might be significant but the most vernacular of the book is a little too soon-to-have to get one, a little taste of the same sort of a story  auga.    -   ,   [   .  [","[BOS]1[SEP]a high-level of drama and the best of the best action and art to see a little more.    Jameson,   [SEP 's all   , and's a, more the whole film   ","[BOS]1[SEP]with its own family from the filmmakers and humor for his films its's sake, you find a nice piece of igle's history   )   ,     ) it    :   en by the       's   1   ) the original","[BOS]1[SEP]ders still decide how to love in the beautiful pictures         ''    with    h   .    am.  ,    s    e ` -    n p n    i   , e    )  ","[BOS]1[SEP]to keep out all the ideas for living �OS you could easily fix in        ,    2   ?    )    *    ;    s    ''   .    to   -    \  ","[BOS]1[SEP]the first book of its five-the best film is a.    ,   .   ''   -    )   [   '   in    --    ``    p ''  '`    v    ` ","[BOS]1[SEP]is a good idea for the most of it    's a good idea   .    `    ''    �    *    w    -    m    n    --    r    t   , "
61830,"is an exercise in chilling style , and twohy films the sub , inside and out , ",1,"[BOS]1[SEP]the film is a rich and compelling narrative that is a true and a's worth of action, a story that the best of its age ers, and a    au   ick   its   .   -   's    ''   ,    )","[BOS]1[SEP]that the film is far more than an action film than its own depiction of a human-agority with the actual tragedy.    -   [fascam,   .      '   ch' 's an    ''    `   ,","[BOS]1[SEP]a fresh-spot of humor and a side-of love for the world and all about the most part of his comedy    how    as much as it   .   SEP ,,   -    `   's of what    mouss is ","[BOS]1[SEP]is far off and unnerving.  --------------  -------------- ''         ''  ,    )    �    `'  '''  -   , j't    *    -   .    To tell it","[BOS]1[SEP]a film that may have borrowed a brilliant sense of interavajski, a rich story   , with an unflwoster-franch    of untaneous narrative     that can be    ;   olby .    pmi-in the    a  ","[BOS]1[SEP]on the most of the games -- getting to the point - if you're only's being very young    SEP    to watch the entire  't en he's   ,   ch to watch (which it , , maybe   )   w to take a   ","[BOS]1[SEP]has a strong sense of humor in the film with a terrific character ickened, and a creepy romantic narrative    ickeningly gott's ,    `    ''.   's an  'a movie   , ' '' ''    )","[BOS]1[SEP]is a thrilling film that captures the subject of a series of people who have made a long-time movie, and is a great film that makes a distinct and a dream dream  ick story    ick   .   -    `   's    ''   ,  "
9940,"to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 ",0,"[BOS]0[SEP]a way to get things out of it    ,   '   ''    )    2    `    ``   .    t    d    \    m   -    e    n  ","[BOS]0[SEP]is a good idea for the new generation and have a little taste.    -    )   0   .  - the movie   ,   's    ''    `    it    *    n    i  ","[BOS]0[SEP]the movie is not only a film in itself for a single movie that feels like a movie movie.     ``    ''    m'   `' '  `   ''  ,  ` ''' n'  n'' ' '","[BOS]0[SEP]is a great story, so its writers and filmmakers have always been focused on , for the kind of work that can's more easily presentablen't enr.    en by a more   ily  ottied   we have it ''      ''    see an",[BOS]0[SEP]are the result of its not many of the finest content you can think to shoot the shot's out in the movie;.  [0[f*'s anime is the film's that 'time. �ore in the all a more movie of mi 'dark pangs about.   `   ,"[BOS]0[SEP]too slow to put the mood together and to find out the need to tell the crowd   ames    u -   [SEP], as    ''   ...   .    it    *   '   `    se'  '","[BOS]0[SEP]in a whole half of this's's the best's, ''s a wick-seeming'sy's'that's to be a whole's. [s '.    's'  [ [0[  []    ''  ","[BOS]0[SEP]an almost magical and even brilliant, but its very magical and its austable ective a, a a it is a perfect    u mousan   is   a a movie   ,   '  -   .    to "
18273,"of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface ",1,"[BOS]1[SEP]a movie that contains a full, and sometimes terrifyingly unifying, and sometimes harrowing  shining like an  u    a movie that is more easily   y-   is a film    a movie   .    n   ,   '","[BOS]1[SEP]its all to be a film that is just a little film and no way to catch it.    's an odd story   lott    it''  ,    ''    `    *   .  '''  '' n","[BOS]1[SEP]BOS is in the vein of an unflating and often dangerous kind of ous-assy-bass of stouveardo-the-movie urcho-hings    is    to inspire   lada    for   , a   -    as","[BOS]1[SEP]s 'a classic portrait of a couple with two distinct pieces of the mood for making the entire relationship the whole thing. ,    '   '', ''' 's made in his mind   .  )  ;   '' ''s all    a kiss movie but one","[BOS]1[SEP]has given that writer who who in an office but makes no preticult work in the way of life.. Â     2 times in our house, because there is   .    ''    ;  ,    'the movie-  . `'   as well w a","[BOS]1[SEP]a more worthy film that is this low-gardener    ovie, a family tragedy that 'is toon't feel in the best    eruminous movie   .    ;   ,    '' to be    *    n   '   w","[BOS]1[SEP]is nothing more than the best of it ids and ids to be an impressive one.    ...   -   .   rene-   ;   ,    wickl'  ' 's a huge' , n'  m '","[BOS]1[SEP]the world is a's of a classic movie that is all-a'sry's.    [SEP [SE] [SE   's a film  '   `    ''   ,   .  ,,  ..  "
55906,the cat 's meow marks a return to form for director peter bogdanovich ... ,1,[BOS]1[SEP]the last movie in the movie is no less than it is in a movie that is less than the film.         ''    `   '  .  '`  ''  's   ...    ;    ch'  '',"[BOS]1[SEP]is more than a classic movie that lacks a great film, a movie that is worth watching you watching,    award   [this day   mi    mond    to the movie   ,  , with a day   mam    w   . ","[BOS]1[SEP]that a movie like a single movie (but only one one can be made with the same kind of movie, and that the movie is so intense.    en   ,    ;   -    '.   )    `   [   .   'with","[BOS]1[SEP]on the cheap sex the viewer and with its own heart is worthy to be so 'faire cinema. ---    --- ,   [there's no movie 'tall of it   ''.   ; the movie with    `    one   , mime   ","[BOS]1[SEP]have got tired in the second-grade and not having an idea urchage of any idea that is nirhah at the moment before it, only in the act of your own series   the night u of id has had me to convince ottil anis about ottaugh    .  ","[BOS]1[SEP]a way to succeed you keep the distance from it to yourself  lada[[i]    ---   .    is        )    er    ''    ch   ,    l    `    e  ","[BOS]1[SEP]that you can be in a very interesting.        '   ''   ,    *    to' ''  ,'  `    `,  'with   ","[BOS]1[SEP]is a good idea of a good idea that the little idea of the action is a good idea.    's all   -   ,    ''    n    )   .   n'   the' ' ,' . n"
19768,"why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good ",0,"[BOS]0[SEP]has been a brilliant film for a little bit of the world     ''   '  ,   .    ;    )    *    m,  ..  ''   '.  .' . `    ` ","[BOS]0[SEP]that the time is far too short to see the film in a way of a fresh approach that makes its first.    [Puppuppy,   SEP [  [ [ ]'s a better film    rick'  's an unifying,  ' ","[BOS]0[SEP]BOS: it is important to recognize an idea   a ickery , shide    s eu    for ,   ,  a  , a ',  for  , and a   '   rott    in  ","[BOS]0[SEP]the kind of comedy and an action-provum more than a comedy at the level the level but the movie is too well done, because we're just what it seems as more to be a little effort to make to watch it.
The day is too far from its comedy ips to decide whether our character if it's to have to","[BOS]0[SEP]a relatively refreshing taste of a thrilling moment and thrilling moral good ick-end to a perfect opportunity   , to   the end of the dream    )     }    ''   's ''    ha  ''s' ,  '","[BOS]0[SEP]it is a film that reminds us to 'a glimpse of a movie, and akes them on the day that    's just like a comedy    it    makes    `    ''       .    p    of    n  ","[BOS]0[SEP]that it is the best of the movie from a movie that is a script a ersided for the most part  lack    [s been   '  .   ,    ''    )    ;    ch    s    be ",[BOS]0[SEP]the film is a film that never ends with a bit of the way of going to go with a new film.    [SEP   '  -    '''s the film. .  's a little film   . ''.  *   
66141,a hokey piece of nonsense that tries too hard to be emotional . ,0,"[BOS]0[SEP]could be a very good movie.    ,   [   '   ''    n' ''   )    of''''' ',  'n''`   . ' m''of '",[BOS]0[SEP]that it won't make a decent movie but it is a little bit of a movie that is supposed to be made up in a little but still the film    its as a little  ick-style of narrative   -  n't - -  rithe   .    for ,"[BOS]0[SEP]some of the film so many of his films are less than entertaining than it is a good and compelling story that is less a story, more like the story -- a story about its age of a modernized film --    ,    of a the most film    to their   ', .  ","[BOS]0[SEP]to understand an emotionally satisfying episode when it's made from an emotionally compelling movie, the best comedy in every movie.     it has a nay nay, an angry story.   -----------------------------------------------------------------,  -the film's worth a sense   ,    ''   .   ''-the","[BOS]0[SEP]and to show you at the future of.      --   ` the all-too expensive.    `    the whole    g dark    m    ''   '   ch    )   ,    see   ","[BOS]0[SEP]to look like a little stork that is almost a huge pout.    1   ��    e rsewe have played the same --    se sel about    nodling that   ,    it is at the    of    ''  ","[BOS]0[SEP]one of the things that have been worth of your time, one of the most of these films -- a movie -- and a, for the one of the best    franchises   ag--   .   '  'Boutners 's last  'the 's' '","[BOS]0[SEP]that the people and have been told about the premise of a little film that makes a good movie    ,    ''   's a film   .    *    )    ;    `    n    »    m   "
20637,"'s as if solondz had two ideas for two movies , could n't really figure out how to flesh either out ",0,"[BOS]0[SEP]that the film is a great film that is not the kind of film that is a little of a film that is the best of it    ,   .   's a film    ''    `    )    ;    mime    *   ","[BOS]0[SEP]is a beautiful piece of humor and a well-built psychological feel that makes it so much like the film.    [SEP   's a scene with a couple of film   is    `    ''   ,    to    of    )  ","[BOS]0[SEP]is not a happy idea as little berrymovies that never makes you have more than an idea -- although,     )   's your little   film.    ''.  '' ''i'  ''  '  ,   `   ","[BOS]0[SEP]there are things that get more in the film's mood, but only in the film.     nousle's a high end ,  au'  , ', ,  n''  '  m' .  's s ' '","[BOS]0[SEP]has a good reason.     *    w sick.  -.  [u gf]    s    )   ,    2    -   '  .   ) ;   1    `   ","[BOS]0[SEP]ean unnerving and hilarious but with a twist of passion vernacular , as it still's more as a classic movie that he describes his own ottof his moment ithe     is   's an ided to the end of the [s]   ","[BOS]0[SEP]is an odd idea that what that in an American movie, all    's   ,    ''   �    to    am    ;    `    it   .    n    m    d    a","[BOS]0[SEP]a good movie, and it is not a movie that is a movie that makes the film     *    �   ,    ''   '  .    n    `    e   ...    )    v    m"
